days,true_rate
51.35416667,824.1543021
51.375,864.1221424
51.39583333,880.5515213
51.41666667,860.7962847
51.4375,848.5179713
51.45833333,806.1473501
51.47916667,756.6690367
51.5,701.559954
51.52083333,680.4201021
51.54166667,659.0033271
51.5625,639.5250136
51.58333333,628.7236232
51.60416667,601.8606944
51.625,600.1054578
51.64583333,581.2732982
51.66666667,560.225754
51.6875,541.8551328
51.70833333,511.8537424
51.72916667,480.0985059
51.75,408.0689882
51.77083333,388.3137517
51.79166667,397.5431305
51.8125,405.6648171
51.83333333,396.8941959
51.85416667,386.1851132
51.875,368.737569
51.89583333,346.5823325
51.91666667,308.1809421
51.9375,255.4718594
51.95833333,232.2089306
51.97916667,198.5152325
52,173.4984575
52.02083333,149.9586056
52.04166667,132.9725998
52.0625,129.2818157
52.08333333,126.4188868
52.10416667,121.8021118
52.125,124.7906927
52.14583333,123.7739177
52.16666667,132.9109888
52.1875,153.4019061
52.20833333,188.0159004
52.22916667,244.2298946
52.25,333.397735
52.27083333,430.78096
52.29166667,507.4872619
52.3125,617.9781792
52.33333333,718.3152504
52.35416667,795.2984754
52.375,850.0355465
52.39583333,851.7880023
52.41666667,816.7096888
52.4375,827.2313754
52.45833333,773.0453696
52.47916667,726.7978254
52.5,660.8887427
52.52083333,661.8104292
52.54166667,636.7936542
52.5625,614.4538023
52.58333333,618.6985658
52.60416667,591.0971754
52.625,578.8188619
52.64583333,566.2636254
52.66666667,550.914062
52.6875,529.497287
52.70833333,483.3420504
52.72916667,452.7868139
52.75,428.1392697
52.77083333,405.430187
52.79166667,404.9672581
52.8125,399.5197139
52.83333333,397.6721697
52.85416667,386.963087
52.875,371.0847735
52.89583333,383.1778741
52.91666667,357.2380221
52.9375,307.7597087
52.95833333,272.6813952
52.97916667,239.5415433
53,220.1555375
53.02083333,194.4926087
53.04166667,183.3219875
53.0625,170.6744433
53.08333333,165.7807452
53.10416667,168.9178164
53.125,165.6856568
53.14583333,168.2688818
53.16666667,177.5905683
53.1875,198.266101
53.20833333,247.4647106
53.22916667,302.0171664
53.25,404.2926991
53.27083333,476.1299404
53.29166667,561.2362424
53.3125,643.9425443
53.33333333,758.4026924
53.35416667,819.5089943
53.375,863.9076039
53.39583333,841.8446751
53.41666667,827.9048231
53.4375,810.5495866
53.45833333,763.3789655
53.47916667,725.2544981
53.5,677.5300308
53.52083333,670.3286405
53.54166667,642.3580193
53.5625,609.2181674
53.58333333,595.622263
53.60416667,585.2824111
53.625,562.0194822
53.64583333,548.2642457
53.66666667,530.3989901
53.6875,521.9983389
53.70833333,489.6892562
53.72916667,465.8724812
53.75,429.8710908
53.77083333,412.3312389
53.79166667,408.4529254
53.8125,394.5130735
53.83333333,382.7886062
53.85416667,384.541062
53.875,370.1396716
53.89583333,353.6152043
53.91666667,315.1215062
53.9375,280.1355004
53.95833333,250.8725716
53.97916667,218.7481043
54,201.9467139
54.02083333,172.8684004
54.04166667,156.6208562
54.0625,146.2810043
54.08333333,144.7103831
54.10416667,142.4013004
54.125,144.7076024
54.14583333,146.6446735
54.16666667,162.9817447
54.1875,187.5791093
54.20833333,234.3777189
54.22916667,311.637867
54.25,424.1595535
54.27083333,548.3120093
54.29166667,666.7413881
54.3125,770.770767
54.33333333,889.2001458
54.35416667,949.1064478
54.375,1000.243519
54.39583333,982.3344362
54.41666667,955.6561228
54.4375,926.4855016
54.45833333,865.0527915
54.47916667,798.317264
54.5,726.2192415
54.52083333,707.4793895
54.54166667,677.0164607
54.5625,656.4304549
54.58333333,638.1521415
54.60416667,625.5969049
54.625,603.5339761
54.64583333,587.1941242
54.66666667,568.7311953
54.6875,538.3605742
54.70833333,493.2207222
54.72916667,462.3885626
54.75,424.9102492
54.77083333,391.1242434
54.79166667,366.3339235
54.8125,352.6709947
54.83333333,346.2080658
54.85416667,313.8066754
54.875,303.928362
54.89583333,290.6346639
54.91666667,258.1409658
54.9375,243.9241908
54.95833333,210.6920312
54.97916667,199.5214101
55,180.3200197
55.02083333,157.0570908
55.04166667,146.3480081
55.0625,139.0543101
55.08333333,131.4836889
55.10416667,131.0706445
55.125,128.9461772
55.14583333,129.3140176
55.16666667,130.6972426
55.1875,139.9266214
55.20833333,157.648308
55.22916667,184.7750364
55.25,225.7582614
55.27083333,286.0337941
55.29166667,375.2016345
55.3125,457.6310133
55.33333333,553.629623
55.35416667,631.9974633
55.375,693.8422268
55.39583333,703.5331441
55.41666667,714.0548306
55.4375,697.8072864
55.45833333,658.7597422
55.47916667,591.9275826
55.5,550.8492691
55.52083333,519.4632633
55.54166667,497.4003345
55.5625,453.0912518
55.58333333,443.3975537
55.60416667,433.4269326
55.625,412.0101576
55.64583333,391.6087672
55.66666667,365.5766076
55.6875,349.7906018
55.70833333,329.025407
55.72916667,312.2240166
55.75,294.8687801
55.77083333,272.7135436
55.79166667,269.8506147
55.8125,263.3876859
55.83333333,248.3401416
55.85416667,247.6925974
55.875,240.3988993
55.89583333,224.3359705
55.91666667,211.1345801
55.9375,193.2254974
55.95833333,180.4856455
55.97916667,172.7304089
56,191.3999221
56.02083333,140.0489907
56.04166667,133.9796758
56.0625,124.4688514
56.08333333,117.8561403
56.10416667,112.8736178
56.125,113.5967558
56.14583333,111.2406484
56.16666667,112.5071825
56.1875,112.6869242
56.20833333,118.5723263
56.22916667,130.3445208
56.25,145.1053946
56.27083333,163.3077778
56.29166667,202.0686515
56.3125,310.3143305
56.33333333,349.6186005
56.35416667,396.8021158
56.375,430.6724235
56.39583333,454.0370709
56.41666667,480.3903975
56.4375,497.1437241
56.45833333,497.5045978
56.47916667,475.4050942
56.5,476.2187982
56.52083333,454.8438229
56.54166667,445.1518665
56.5625,423.4146271
56.58333333,413.9038027
56.60416667,405.5703368
56.625,406.2695259
56.64583333,398.2077582
56.66666667,395.4893867
56.6875,395.5785623
56.70833333,391.3205682
56.72916667,373.4776684
56.75,371.3932591
56.77083333,382.9843216
56.79166667,390.0246187
56.8125,397.8119076
56.83333333,408.6784417
56.85416667,407.6808249
56.875,388.1171704
56.89583333,366.561063
56.91666667,347.8125028
56.9375,306.6035652
56.95833333,275.1757598
56.97916667,251.7177656
57,238.2812783
57.02083333,216.5875802
57.04166667,203.4784976
57.0625,198.0309533
57.08333333,192.7680245
57.10416667,195.0743264
57.125,190.9190899
57.14583333,190.0869302
57.16666667,191.9316937
57.1875,198.9456879
57.20833333,220.6366052
57.22916667,245.189061
57.25,308.8799783
57.27083333,387.5247418
57.29166667,456.4771976
57.3125,564.0142687
57.33333333,683.3667245
57.35416667,809.8268726
57.375,904.4408668
57.39583333,941.2702456
57.41666667,930.0996245
57.4375,929.6366956
57.45833333,897.6968437
57.47916667,828.0954533
57.5,791.8171399
57.52083333,766.3388264
57.54166667,730.7550972
57.5625,705.4256952
57.58333333,691.6704587
57.60416667,669.7921452
57.625,654.9292164
57.64583333,640.4355183
57.66666667,626.4956664
57.6875,589.2019683
57.70833333,557.5390394
57.72916667,523.8453414
57.75,492.4593356
57.77083333,482.3964068
57.79166667,492.4565548
57.8125,493.7474721
57.83333333,500.8633776
57.85416667,499.1081411
57.875,476.1221353
57.89583333,444.5515141
57.91666667,409.5655084
57.9375,370.2410411
57.95833333,324.1781122
57.97916667,287.0690295
58,272.2061007
58.02083333,244.6047103
58.04166667,232.6033199
58.0625,226.2326988
58.08333333,220.4159238
58.10416667,217.0914565
58.125,217.3669892
58.14583333,218.7848572
58.16666667,224.2296207
58.1875,244.1666918
58.20833333,281.8268399
58.22916667,328.163911
58.25,423.3317514
58.27083333,508.9918995
58.29166667,598.8058937
58.3125,699.696811
58.33333333,811.6920173
58.35416667,883.0299987
58.375,922.9978391
58.39583333,939.427218
58.41666667,919.6719814
58.4375,907.393668
58.45833333,865.0230468
58.47916667,815.5447334
58.5,760.4356507
58.52083333,739.2957987
58.54166667,717.8790237
58.5625,698.4007103
58.58333333,687.5993199
58.60416667,660.7363911
58.625,658.9811545
58.64583333,640.1489949
58.66666667,619.1014507
58.6875,600.7308295
58.70833333,570.7294391
58.72916667,538.9742026
58.75,503.5266584
58.77083333,483.7714218
58.79166667,493.0008007
58.8125,501.1224872
58.83333333,492.3518661
58.85416667,481.6427834
58.875,464.1952391
58.89583333,442.0400026
58.91666667,403.6386122
58.9375,350.9295295
58.95833333,327.6666007
58.97916667,293.9729026
59,268.9561276
59.02083333,245.4162757
59.04166667,228.4302699
59.0625,224.7394858
59.08333333,221.8765569
59.10416667,217.2597819
59.125,240.7174016
59.14583333,239.7006266
59.16666667,248.8376978
59.1875,269.3286151
59.20833333,303.9426093
59.22916667,360.1566036
59.25,449.324444
59.27083333,546.707669
59.29166667,623.4139709
59.3125,733.9048882
59.33333333,834.2419593
59.35416667,939.1786734
59.375,993.9157446
59.39583333,995.6682004
59.41666667,960.5898869
59.4375,971.1115734
59.45833333,916.9255677
59.47916667,870.6780234
59.5,804.7689408
59.52083333,805.6906273
59.54166667,780.6738523
59.5625,758.3340004
59.58333333,762.5787638
59.60416667,734.9773735
59.625,722.69906
59.64583333,710.1438235
59.66666667,694.79426
59.6875,673.377485
59.70833333,627.2222485
59.72916667,596.667012
59.75,572.0194677
59.77083333,549.310385
59.79166667,548.8474562
59.8125,543.399912
59.83333333,541.5523677
59.85416667,530.843285
59.875,514.9649716
59.89583333,485.6946858
59.91666667,459.7548338
59.9375,410.2765204
59.95833333,375.1982069
59.97916667,342.058355
60,322.6723492
60.02083333,297.0094204
60.04166667,285.8387992
60.0625,273.191255
60.08333333,268.2975569
60.10416667,271.4346281
60.125,268.2024685
60.14583333,270.7856935
60.16666667,280.10738
60.1875,300.7829127
60.20833333,349.9815223
60.22916667,404.5339781
60.25,506.8095108
60.27083333,603.6388896
60.29166667,688.7451915
60.3125,771.4514935
60.33333333,885.9116415
60.35416667,947.0179435
60.375,991.4165531
60.39583333,969.3536242
60.41666667,955.4137723
60.4375,938.0585358
60.45833333,890.8879146
60.47916667,852.7634473
60.5,805.03898
60.52083333,797.8375896
60.54166667,769.8669685
60.5625,736.7271166
60.58333333,723.1312122
60.60416667,712.7913603
60.625,689.5284314
60.64583333,675.7731949
60.66666667,657.9079393
60.6875,649.507288
60.70833333,617.1982054
60.72916667,593.3814304
60.75,557.38004
60.77083333,539.8401881
60.79166667,535.9618746
60.8125,522.0220227
60.83333333,510.2975554
60.85416667,512.0500111
60.875,543.8298789
60.89583333,527.3054116
60.91666667,488.8117135
60.9375,453.8257078
60.95833333,424.5627789
60.97916667,392.4383116
61,375.6369212
61.02083333,346.5586078
61.04166667,330.3110636
61.0625,319.9712116
61.08333333,318.4005905
61.10416667,316.0915078
61.125,318.3978097
61.14583333,320.3348809
61.16666667,336.671952
61.1875,361.2693166
61.20833333,408.0679263
61.22916667,485.3280743
61.25,597.8497609
61.27083333,722.0022166
61.29166667,840.4315955
61.3125,944.4609743
61.33333333,1062.890353
61.35416667,1122.796655
61.375,1173.933726
61.39583333,1156.024644
61.41666667,1129.34633
61.4375,1100.175709
61.45833333,1038.742999
61.47916667,972.0074713
61.5,899.9094488
61.52083333,881.1695969
61.54166667,850.7066681
61.5625,830.1206623
61.58333333,811.8423488
61.60416667,799.2871123
61.625,777.2241834
61.64583333,760.8843315
61.66666667,742.4214027
61.6875,712.0507815
61.70833333,666.9109296
61.72916667,636.07877
61.75,598.6004565
61.77083333,564.8144508
61.79166667,545.428445
61.8125,531.7655161
61.83333333,525.3025873
61.85416667,492.9011969
61.875,483.0228834
61.89583333,469.7291854
61.91666667,437.2354873
61.9375,423.0187123
61.95833333,389.7865527
61.97916667,378.6159315
62,359.4145411
62.02083333,336.1516123
62.04166667,325.4425296
62.0625,318.1488315
62.08333333,310.5782104
62.10416667,310.165166
62.125,308.0406987
62.14583333,308.4085391
62.16666667,309.7917641
62.1875,319.0211429
62.20833333,336.7428294
62.22916667,375.9652945
62.25,416.9485195
62.27083333,477.2240522
62.29166667,566.3918926
62.3125,648.8212714
62.33333333,744.819881
62.35416667,823.1877214
62.375,885.0324849
62.39583333,858.368261
62.41666667,868.8899475
62.4375,852.6424033
62.45833333,813.5948591
62.47916667,746.7626994
62.5,705.684386
62.52083333,674.2983802
62.54166667,652.2354514
62.5625,607.9263687
62.58333333,598.2326706
62.60416667,588.2620494
62.625,566.8452744
62.64583333,546.4438841
62.66666667,520.4117244
62.6875,504.6257187
62.70833333,483.8605239
62.72916667,467.0591335
62.75,449.703897
62.77083333,427.5486604
62.79166667,424.6857316
62.8125,418.2228027
62.83333333,403.1752585
62.85416667,402.5277143
62.875,395.2340162
62.89583333,379.1710873
62.91666667,365.969697
62.9375,348.0606143
62.95833333,335.3207623
62.97916667,327.5655258
63,322.6570906
63.02083333,308.102585
63.04166667,302.0332701
63.0625,292.5224458
63.08333333,285.9097346
63.10416667,280.9272122
63.125,281.6503501
63.14583333,279.2942427
63.16666667,280.5607769
63.1875,280.7405186
63.20833333,286.6259206
63.22916667,298.3981152
63.25,313.1589889
63.27083333,331.3613721
63.29166667,370.1222459
63.3125,402.452931
63.33333333,441.757201
63.35416667,488.9407162
63.375,522.811024
63.39583333,546.1756713
63.41666667,572.5289979
63.4375,589.2823245
63.45833333,589.6431983
63.47916667,567.5436947
63.5,568.3573987
63.52083333,546.9824234
63.54166667,537.2904669
63.5625,515.5532275
63.58333333,506.0424032
63.60416667,497.7089373
63.625,498.4081264
63.64583333,490.3463587
63.66666667,487.6279871
63.6875,487.7171628
63.70833333,483.4591686
63.72916667,465.6162688
63.75,463.5318596
63.77083333,475.122922
63.79166667,482.1632191
63.8125,489.950508
63.83333333,500.8170421
63.85416667,499.8194253
63.875,480.2557708
63.89583333,458.6996634
63.91666667,367.4965287
63.9375,326.2875911
63.95833333,294.8597856
63.97916667,271.4017915
64,257.9653042
64.02083333,236.2716061
64.04166667,223.1625234
64.0625,217.7149792
64.08333333,212.4520504
64.10416667,214.7583523
64.125,210.6031157
64.14583333,209.7709561
64.16666667,211.6157196
64.1875,218.6297138
64.20833333,240.3206311
64.22916667,264.8730869
64.25,328.5640042
64.27083333,407.2087677
64.29166667,476.1612234
64.3125,583.6982946
64.33333333,703.0507504
64.35416667,829.5108984
64.375,924.1248927
64.39583333,960.9542715
64.41666667,949.7836504
64.4375,949.3207215
64.45833333,917.3808696
64.47916667,847.7794792
64.5,811.5011657
64.52083333,786.0228523
64.54166667,750.4391231
64.5625,725.1097211
64.58333333,711.3544845
64.60416667,689.4761711
64.625,674.6132422
64.64583333,660.1195442
64.66666667,646.1796922
64.6875,608.8859942
64.70833333,577.2230653
64.72916667,543.5293672
64.75,512.1433615
64.77083333,502.0804326
64.79166667,512.1405807
64.8125,513.431498
64.83333333,498.7531846
64.85416667,496.997948
64.875,474.0119422
64.89583333,442.4413211
64.91666667,407.4553153
64.9375,368.130848
64.95833333,322.0679192
64.97916667,284.9588365
65,270.0959076
65.02083333,242.4945173
65.04166667,230.4931269
65.0625,224.1225057
65.08333333,218.3057307
65.10416667,214.9812634
65.125,215.2567961
65.14583333,216.6746641
65.16666667,222.1194276
65.1875,242.0564988
65.20833333,279.7166468
65.22916667,326.053718
65.25,421.2215584
65.27083333,506.8817065
65.29166667,596.6957007
65.3125,697.586618
65.33333333,756.981534
65.35416667,878.819441
65.375,918.7872814
65.39583333,935.2166603
65.41666667,915.4614237
65.4375,907.127291
65.45833333,864.7566698
65.47916667,815.2783564
65.5,760.1692737
65.52083333,739.0294218
65.54166667,717.6126468
65.5625,698.1343333
65.58333333,687.3329429
65.60416667,660.4700141
65.625,658.7147775
65.64583333,639.8826179
65.66666667,618.8350737
65.6875,600.4644525
65.70833333,570.4630622
65.72916667,538.7078256
65.75,503.2602814
65.77083333,483.5050448
65.79166667,492.7344237
65.8125,500.8561102
65.83333333,492.0854891
65.85416667,481.3764064
65.875,463.9288622
65.89583333,441.7736256
65.91666667,403.3722352
65.9375,350.6631525
65.95833333,327.4002237
65.97916667,293.7065256
66,268.6897506
66.02083333,245.1498987
66.04166667,228.1638929
66.0625,224.4731088
66.08333333,221.6101799
66.10416667,216.993405
66.125,219.9819858
66.14583333,218.9652108
66.16666667,228.102282
66.1875,248.5931993
66.20833333,283.2071935
66.22916667,339.4211877
66.25,428.5890281
66.27083333,525.9722531
66.29166667,602.6785551
66.3125,713.1694724
66.33333333,813.5065435
66.35416667,890.4897685
66.375,945.2268397
66.39583333,946.9792954
66.41666667,911.900982
66.4375,922.4226685
66.45833333,868.2366627
66.47916667,821.9891185
66.5,756.0800358
66.52083333,757.0017224
66.54166667,731.9849474
66.5625,709.6450954
66.58333333,713.8898589
66.60416667,686.2884685
66.625,674.0101551
66.64583333,661.4549185
66.66666667,646.1053551
66.6875,624.6885801
66.70833333,578.5333436
66.72916667,547.978107
66.75,523.3305628
66.77083333,500.6214801
66.79166667,500.1585513
66.8125,494.711007
66.83333333,492.8634628
66.85416667,482.1543801
66.875,466.2760666
66.89583333,437.0057808
66.91666667,411.0659289
66.9375,361.5876154
66.95833333,289.9273285
66.97916667,256.7874766
67,237.4014709
67.02083333,211.738542
67.04166667,200.5679209
67.0625,187.9203766
67.08333333,183.0266785
67.10416667,186.1637497
67.125,182.9315901
67.14583333,185.5148151
67.16666667,194.8365016
67.1875,215.5120343
67.20833333,264.7106439
67.22916667,319.2630997
67.25,421.5386324
67.27083333,518.3680112
67.29166667,603.4743132
67.3125,686.1806151
67.33333333,800.6407632
67.35416667,861.7470651
67.375,906.1456747
67.39583333,884.0827459
67.41666667,870.1428939
67.4375,852.7876574
67.45833333,805.6170363
67.47916667,767.4925689
67.5,719.7681016
67.52083333,712.5667113
67.54166667,684.5960901
67.5625,651.4562382
67.58333333,637.8603338
67.60416667,627.5204819
67.625,604.2575531
67.64583333,590.5023165
67.66666667,572.6370609
67.6875,564.2364097
67.70833333,531.927327
67.72916667,508.110552
67.75,472.1091616
67.77083333,454.5693097
67.79166667,450.6909962
67.8125,436.7511443
67.83333333,425.026677
67.85416667,426.7791328
67.875,412.3777424
67.89583333,395.8532751
67.91666667,357.359577
67.9375,322.3735712
67.95833333,293.1106424
67.97916667,260.9861751
68,244.1847847
68.02083333,215.1064712
68.04166667,198.858927
68.0625,188.5190751
68.08333333,186.9484539
68.10416667,184.6393712
68.125,186.9456732
68.14583333,188.8827443
68.16666667,205.2198155
68.1875,229.8171801
68.20833333,276.6157897
68.22916667,353.8759378
68.25,466.3976243
68.27083333,590.5500801
68.29166667,708.9794589
68.3125,813.0088378
68.33333333,931.4382166
68.35416667,991.3445186
68.375,1042.48159
68.39583333,1024.572507
68.41666667,997.8941936
68.4375,968.7235724
68.45833333,863.0088798
68.47916667,771.2812149
68.5,699.1831923
68.52083333,680.4433404
68.54166667,649.9804116
68.5625,629.3944058
68.58333333,611.1160923
68.60416667,598.5608558
68.625,576.497927
68.64583333,560.158075
68.66666667,541.6951462
68.6875,511.324525
68.70833333,466.1846731
68.72916667,435.3525135
68.75,397.8742
68.77083333,364.0881943
68.79166667,344.7021885
68.8125,331.0392597
68.83333333,324.5763308
68.85416667,292.1749404
68.875,282.296627
68.89583333,269.0029289
68.91666667,236.5092308
68.9375,222.2924558
68.95833333,189.0602962
68.97916667,177.8896751
69,158.6882847
69.02083333,135.4253558
69.04166667,124.7162731
69.0625,117.4225751
69.08333333,109.8519539
69.10416667,109.4389095
69.125,107.3144422
69.14583333,107.6822826
69.16666667,109.0655076
69.1875,118.2948864
69.20833333,136.016573
69.22916667,163.1433014
69.25,204.1265264
69.27083333,264.4020591
69.29166667,353.5698995
69.3125,435.9992783
69.33333333,531.9978879
69.35416667,610.3657283
69.375,672.2104918
69.39583333,681.9014091
69.41666667,692.4230956
69.4375,676.1755514
69.45833333,637.1280072
69.47916667,570.2958476
69.5,529.2175341
69.52083333,497.8315283
69.54166667,475.7685995
69.5625,431.4595168
69.58333333,421.7658187
69.60416667,411.7951976
69.625,390.3784226
69.64583333,369.9770322
69.66666667,343.9448726
69.6875,328.1588668
69.70833333,307.393672
69.72916667,290.5922816
69.75,273.2370451
69.77083333,251.0818085
69.79166667,248.2188797
69.8125,241.7559509
69.83333333,226.7084066
69.85416667,226.0608624
69.875,218.7671643
69.89583333,202.7042355
69.91666667,189.5028451
69.9375,171.5937624
69.95833333,158.8539105
69.97916667,151.0986739
70,146.1902387
70.02083333,126.231419
70.04166667,120.1621041
70.0625,110.6512798
70.08333333,104.0385686
70.10416667,99.05604618
70.125,99.7791841
70.14583333,97.42307674
70.16666667,98.68961088
70.1875,98.86935257
70.20833333,104.7547546
70.22916667,116.5269492
70.25,131.2878229
70.27083333,149.4902061
70.29166667,188.2510799
70.3125,220.581765
70.33333333,259.886035
70.35416667,307.0695503
70.375,340.939858
70.39583333,364.3045053
70.41666667,390.6578319
70.4375,407.4111585
70.45833333,407.7720323
70.47916667,385.6725287
70.5,386.4862327
70.52083333,365.1112574
70.54166667,355.419301
70.5625,333.6820615
70.58333333,324.1712372
70.60416667,315.8377713
70.625,316.5369604
70.64583333,308.4751927
70.66666667,305.7568211
70.6875,305.8459968
70.70833333,301.5880026
70.72916667,283.7451028
70.75,281.6606936
70.77083333,293.251756
70.79166667,300.2920532
70.8125,308.079342
70.83333333,318.9458762
70.85416667,317.9482594
70.875,298.3846048
70.89583333,276.8284975
70.91666667,258.0799373
70.9375,216.8709997
70.95833333,185.4431942
70.97916667,161.9852001
71,148.5487128
71.02083333,126.8550147
71.04166667,113.745932
71.0625,108.2983878
71.08333333,103.0354589
71.10416667,105.3417609
71.125,101.1865243
71.14583333,100.3543647
71.16666667,102.1991282
71.1875,109.2131224
71.20833333,130.9040397
71.22916667,155.4564955
71.25,219.1474128
71.27083333,297.7921763
71.29166667,366.744632
71.3125,474.2817032
71.33333333,593.6341589
71.35416667,720.094307
71.375,814.7083013
71.39583333,851.5376801
71.41666667,840.3670589
71.4375,839.9041301
71.45833333,807.9642782
71.47916667,738.3628878
71.5,702.0845743
71.52083333,676.6062609
71.54166667,716.9375255
71.5625,755.4213171
71.58333333,741.6660806
71.60416667,719.7877671
71.625,704.9248383
71.64583333,690.4311402
71.66666667,676.4912883
71.6875,639.1975902
71.70833333,607.5346613
71.72916667,573.8409633
71.75,542.4549575
71.77083333,532.3920286
71.79166667,542.4521767
71.8125,543.743094
71.83333333,529.0647806
71.85416667,527.309544
71.875,504.3235383
71.89583333,472.7529171
71.91666667,437.7669113
71.9375,398.442444
71.95833333,352.3795152
71.97916667,315.2704325
72,300.4075037
72.02083333,272.8061133
72.04166667,260.8047229
72.0625,254.4341017
72.08333333,248.6173267
72.10416667,245.2928594
72.125,245.5683921
72.14583333,246.9862602
72.16666667,252.4310236
72.1875,272.3680948
72.20833333,310.0282429
72.22916667,356.365314
72.25,451.5331544
72.27083333,537.1933025
72.29166667,627.0072967
72.3125,727.898214
72.33333333,839.8934203
72.35416667,911.2314017
72.375,951.1992421
72.39583333,967.6286209
72.41666667,947.8733844
72.4375,935.5950709
72.45833333,893.2244498
72.47916667,843.7461363
72.5,788.6370536
72.52083333,767.4972017
72.54166667,746.0804267
72.5625,726.6021132
72.58333333,715.8007229
72.60416667,688.937794
72.625,687.1825575
72.64583333,668.3503979
72.66666667,647.3028536
72.6875,628.9322325
72.70833333,598.9308421
72.72916667,567.1756056
72.75,531.7280613
72.77083333,511.9728248
72.79166667,521.2022036
72.8125,529.3238902
72.83333333,520.553269
72.85416667,509.8441863
72.875,492.3966421
72.89583333,470.2414056
72.91666667,431.8400152
72.9375,379.1309325
72.95833333,355.8680036
72.97916667,322.1743056
73,297.1575306
73.02083333,273.6176786
73.04166667,256.6316729
73.0625,274.7351077
73.08333333,271.8721788
73.10416667,267.2554038
73.125,270.2439847
73.14583333,269.2272097
73.16666667,278.3642808
73.1875,298.8551982
73.20833333,333.4691924
73.22916667,389.6831866
73.25,478.851027
73.27083333,576.234252
73.29166667,652.9405539
73.3125,763.4314712
73.33333333,863.7685424
73.35416667,940.7517674
73.375,995.4888385
73.39583333,997.2412943
73.41666667,962.1629809
73.4375,972.6846674
73.45833333,918.4986616
73.47916667,872.2511174
73.5,806.3420347
73.52083333,807.2637212
73.54166667,782.2469462
73.5625,759.9070943
73.58333333,764.1518578
73.60416667,736.5504674
73.625,724.2721539
73.64583333,711.7169174
73.66666667,696.367354
73.6875,674.950579
73.70833333,628.7953424
73.72916667,598.2401059
73.75,573.5925617
73.77083333,550.883479
73.79166667,550.4205501
73.8125,544.9730059
73.83333333,543.1254617
73.85416667,532.416379
73.875,516.5380655
73.89583333,487.2677797
73.91666667,461.3279278
73.9375,411.8496143
73.95833333,376.7713009
73.97916667,343.6314489
74,324.2454432
74.02083333,298.5825143
74.04166667,287.4118932
74.0625,274.7643489
74.08333333,269.8706509
74.10416667,273.007722
74.125,269.7755624
74.14583333,272.3587874
74.16666667,281.6804739
74.1875,302.3560066
74.20833333,351.5546163
74.22916667,406.107072
74.25,508.3826047
74.27083333,605.2119836
74.29166667,690.3182855
74.3125,773.0245874
74.33333333,887.4847355
74.35416667,948.5910374
74.375,992.989647
74.39583333,970.9267182
74.41666667,956.9868663
74.4375,939.6316297
74.45833333,892.4610086
74.47916667,854.3365413
74.5,806.612074
74.52083333,799.4106836
74.54166667,771.4400624
74.5625,738.3002105
74.58333333,752.6577952
74.60416667,742.3179433
74.625,719.0550145
74.64583333,705.2997779
74.66666667,675.1891924
74.6875,662.6962067
74.70833333,630.387124
74.72916667,606.570349
74.75,570.5689586
74.77083333,553.0291067
74.79166667,549.1507932
74.8125,535.2109413
74.83333333,523.486474
74.85416667,525.2389297
74.875,510.8375394
74.89583333,494.313072
74.91666667,455.819374
74.9375,420.8333682
74.95833333,391.5704394
74.97916667,359.445972
75,342.6445817
75.02083333,313.5662682
75.04166667,297.318724
75.0625,286.978872
75.08333333,285.4082509
75.10416667,283.0991682
75.125,285.4054701
75.14583333,287.3425413
75.16666667,303.6796124
75.1875,328.2769771
75.20833333,375.0755867
75.22916667,452.3357348
75.25,564.8574213
75.27083333,689.0098771
75.29166667,807.4392559
75.3125,911.4686348
75.33333333,1029.898014
75.35416667,1089.804316
75.375,1140.941387
75.39583333,1123.032304
75.41666667,1096.353991
75.4375,1067.183369
75.45833333,1005.750659
75.47916667,939.0151318
75.5,866.9171092
75.52083333,848.1772573
75.54166667,817.7143285
75.5625,797.1283227
75.58333333,778.8500092
75.60416667,766.2947727
75.625,744.2318439
75.64583333,727.8919919
75.66666667,709.4290631
75.6875,679.0584419
75.70833333,633.91859
75.72916667,603.0864304
75.75,565.6081169
75.77083333,531.8221112
75.79166667,512.4361054
75.8125,498.7731766
75.83333333,492.3102477
75.85416667,459.9088573
75.875,450.0305439
75.89583333,436.7368458
75.91666667,404.2431477
75.9375,390.0263727
75.95833333,356.7942131
75.97916667,345.623592
76,326.4222016
76.02083333,303.1592727
76.04166667,292.45019
76.0625,285.156492
76.08333333,277.5858708
76.10416667,323.3540846
76.125,321.2296173
76.14583333,321.5974577
76.16666667,322.9806827
76.1875,332.2100615
76.20833333,349.931748
76.22916667,377.0584765
76.25,418.0417015
76.27083333,478.3172342
76.29166667,567.4850746
76.3125,649.9144534
76.33333333,745.913063
76.35416667,824.2809034
76.375,886.1256669
76.39583333,895.8165842
76.41666667,906.3382707
76.4375,890.0907265
76.45833333,851.0431823
76.47916667,784.2110226
76.5,743.1327092
76.52083333,711.7467034
76.54166667,689.6837746
76.5625,645.3746919
76.58333333,635.6809938
76.60416667,625.7103727
76.625,604.2935977
76.64583333,583.8922073
76.66666667,557.8600477
76.6875,542.0740419
76.70833333,521.3088471
76.72916667,504.5074567
76.75,487.1522202
76.77083333,464.9969836
76.79166667,462.1340548
76.8125,455.6711259
76.83333333,440.6235817
76.85416667,439.9760375
76.875,432.6823394
76.89583333,416.6194106
76.91666667,403.4180202
76.9375,385.5089375
76.95833333,372.7690856
76.97916667,365.013849
77,360.1054138
